ID,Czas_przyjscia,Dlugosc_kolejki_w_momencie_przyjscia,Czas_rozpoczecia_badania,Czas_zakonczenia_badania,Czas_oczekiwania,Dzien,Lekarz
4312,263,2,302,320,40,63,1
4313,272,3,317,354,44,63,3
4314,276,4,320,335,45,63,1
4315,280,5,326,338,46,63,2
4316,291,6,335,362,44,63,1
4317,304,4,338,347,34,63,2
4318,323,3,347,350,24,63,2
4319,328,3,350,359,22,63,2
4320,332,4,354,383,23,63,3
4321,336,4,359,412,23,63,2
4322,341,4,362,374,21,63,1
4323,353,3,374,390,21,63,1
4324,355,3,383,402,28,63,3
4325,357,4,390,399,33,63,1
4326,363,3,399,400,36,63,1
4327,373,4,400,410,27,63,1
4328,379,4,402,408,23,63,3
4329,384,4,408,448,24,63,3
4330,386,5,410,419,24,63,1
4331,387,6,412,423,25,63,2
4332,395,6,419,421,24,63,1
4333,396,7,421,425,25,63,1
4334,425,0,425,450,0,63,1
4335,429,0,429,434,0,63,2
4336,441,0,441,446,0,63,2
4337,444,0,446,455,2,63,2
4338,445,1,448,451,3,63,3
4339,452,0,452,471,0,63,3
4340,455,0,455,459,0,63,2
4341,466,0,466,467,0,63,1
4342,473,0,473,491,0,63,2
4343,483,0,483,501,0,63,3
4344,488,0,488,501,0,63,1
4345,492,0,492,525,0,63,2
4346,494,0,501,518,7,63,1
4347,495,1,501,553,6,63,3
4348,498,2,518,600,20,63,1
4349,505,1,525,542,20,63,2
4350,505,2,542,548,37,63,2
4351,505,3,548,566,43,63,2
4352,510,4,553,567,43,63,3
4353,529,3,566,567,36,63,2
4354,539,4,567,602,28,63,2
4355,555,2,567,582,12,63,3
4356,556,3,582,588,27,63,3
4357,564,4,588,593,24,63,3
4358,579,2,593,605,14,63,3
4359,580,3,600,611,20,63,1
4360,584,3,602,648,18,63,2
4361,587,4,605,607,18,63,3
4362,590,4,607,632,17,63,3
4363,594,4,611,662,17,63,1
4364,613,0,632,648,19,63,3
4365,621,1,648,655,27,63,3
4366,622,2,648,656,26,63,2
4367,625,3,655,685,30,63,3
4368,634,3,656,658,21,63,2
4369,642,4,658,673,16,63,2
4370,643,5,662,679,19,63,1
4371,652,4,673,696,21,63,2
4372,667,1,679,698,11,63,1
4373,671,2,685,691,14,63,3
4374,706,0,706,730,0,63,3
4375,706,0,706,710,0,63,2
4376,708,0,708,732,0,63,1
4377,285,0,285,294,0,64,3
4378,287,0,287,298,0,64,1
4379,290,0,290,336,0,64,2
4380,302,0,302,328,0,64,3
4381,316,0,316,335,0,64,1
4382,316,0,328,364,12,64,3
4383,322,1,335,370,13,64,1
4384,333,1,336,349,3,64,2
4385,347,0,349,359,2,64,2
4386,356,0,359,401,3,64,2
4387,359,0,364,365,6,64,3
4388,365,0,365,395,0,64,3
4389,375,0,375,390,0,64,1
4390,384,0,390,398,6,64,1
4391,397,0,397,400,0,64,3
4392,424,0,424,425,0,64,2
4393,427,0,427,444,0,64,1
4394,428,0,428,450,0,64,2
4395,438,0,438,454,0,64,3
4396,446,0,446,459,0,64,1
4397,450,0,450,452,0,64,2
4398,450,1,452,467,2,64,2
4399,464,0,464,465,0,64,3
4400,464,0,464,471,0,64,1
4401,474,0,474,503,0,64,3
4402,477,0,477,496,0,64,2
4403,482,0,482,502,0,64,1
4404,485,0,496,518,11,64,2
4405,486,1,502,504,16,64,1
4406,495,2,503,536,8,64,3
4407,500,2,504,517,5,64,1
4408,504,1,517,527,13,64,1
4409,505,1,518,522,13,64,2
4410,509,2,522,534,13,64,2
4411,513,3,527,538,15,64,1
4412,517,3,534,538,17,64,2
4413,520,3,536,543,16,64,3
4414,535,1,538,540,2,64,1
4415,545,0,545,586,0,64,2
4416,547,0,547,558,0,64,1
4417,548,0,548,549,0,64,3
4418,553,0,553,565,0,64,3
4419,554,0,558,566,4,64,1
4420,557,1,565,570,9,64,3
4421,559,1,566,572,7,64,1
4422,569,0,570,585,1,64,3
4423,572,0,572,585,0,64,1
4424,581,0,585,600,4,64,3
4425,585,0,585,635,0,64,1
4426,587,0,587,624,0,64,2
4427,593,0,600,636,7,64,3
4428,613,0,624,645,11,64,2
4429,619,1,635,650,16,64,1
4430,627,1,636,641,9,64,3
4431,633,2,641,678,9,64,3
4432,638,1,645,655,7,64,2
4433,638,2,650,653,12,64,1
4434,642,2,653,662,12,64,1
4435,657,0,657,675,0,64,2
4436,670,0,670,688,0,64,1
4437,698,0,698,745,0,64,3
4438,710,0,710,718,0,64,2
4439,720,0,720,752,0,64,1
4440,721,0,721,738,0,64,2
4441,726,0,738,762,12,64,2
4442,726,1,745,753,19,64,3
4443,745,1,752,757,7,64,1
4444,759,0,759,802,0,64,3
4445,761,0,761,761,0,64,1
4446,775,0,775,792,0,64,1
4447,783,0,783,839,0,64,2
4448,784,0,792,792,9,64,1
4449,790,1,792,799,2,64,1
4450,797,0,799,811,2,64,1
4451,806,0,806,832,0,64,3
4452,810,0,811,854,0,64,1
4453,813,0,832,859,19,64,3
4454,151,3,164,211,13,65,2
4455,171,0,177,255,6,65,1
4456,178,0,187,187,10,65,3
4457,218,0,218,269,0,65,2
4458,225,0,225,256,0,65,3
4459,228,0,255,260,28,65,1
4460,228,1,256,282,28,65,3
4461,242,2,260,269,18,65,1
4462,248,3,269,295,21,65,2
4463,259,2,269,313,10,65,1
4464,261,2,282,285,22,65,3
4465,284,0,285,343,1,65,3
4466,284,1,295,306,12,65,2
4467,296,0,306,340,11,65,2
4468,304,1,313,333,10,65,1
4469,313,1,333,343,20,65,1
4470,331,1,340,345,9,65,2
4471,332,2,343,349,11,65,1
4472,346,0,346,408,0,65,2
4473,350,0,350,354,0,65,1
4474,376,0,376,385,0,65,3
4475,380,0,380,386,0,65,1
4476,383,0,385,386,2,65,3
4477,385,1,386,389,1,65,3
4478,386,0,386,408,0,65,1
4479,390,0,390,448,0,65,3
4480,394,0,408,470,14,65,2
4481,406,1,408,423,2,65,1
4482,419,0,423,460,4,65,1
4483,427,0,448,456,22,65,3
4484,433,1,456,459,23,65,3
4485,439,2,459,484,20,65,3
4486,449,2,460,478,11,65,1
4487,462,0,470,474,8,65,2
4488,468,1,474,515,7,65,2
4489,470,2,478,501,8,65,1
4490,470,3,484,543,13,65,3
4491,473,3,501,522,28,65,1
4492,475,3,515,524,40,65,2
4493,482,3,522,568,41,65,1
4494,489,3,524,579,34,65,2
4495,495,4,543,548,48,65,3
4496,497,5,548,589,50,65,3
4497,497,6,568,587,71,65,1
4498,531,3,579,603,48,65,2
4499,534,4,587,595,53,65,1
4500,539,5,589,617,50,65,3
4501,541,6,595,629,54,65,1
4502,544,6,603,607,59,65,2
4503,547,7,607,634,60,65,2
4504,548,7,617,622,69,65,3
4505,551,8,622,640,71,65,3
4506,553,9,629,638,76,65,1
4507,561,10,634,639,73,65,2
4508,582,9,638,656,55,65,1
4509,599,7,639,682,40,65,2
4510,604,7,640,648,36,65,3
4511,604,8,648,653,44,65,3
4512,616,8,653,661,37,65,3
4513,623,7,656,681,33,65,1
4514,630,7,661,674,31,65,3
4515,645,4,674,703,29,65,3
4516,646,5,681,687,34,65,1
4517,657,3,682,683,25,65,2
4518,669,3,683,685,14,65,2
4519,677,3,685,731,7,65,2
4520,679,4,687,722,8,65,1
4521,682,3,703,725,21,65,3
4522,696,1,722,733,26,65,1
4523,698,2,725,750,27,65,3
4524,699,3,731,762,32,65,2
4525,120,3,143,147,22,66,1
4526,125,3,147,159,22,66,1
4527,133,4,149,169,16,66,3
4528,140,5,155,178,15,66,2
4529,145,3,159,177,14,66,1
4530,150,2,169,176,19,66,3
4531,152,3,176,180,23,66,3
4532,154,4,177,186,23,66,1
4533,160,3,178,194,18,66,2
4534,163,4,180,189,18,66,3
4535,163,5,186,220,22,66,1
4536,179,2,189,246,11,66,3
4537,186,1,194,198,8,66,2
4538,214,0,214,222,0,66,2
4539,227,0,227,256,0,66,1
4540,228,0,228,243,0,66,2
4541,230,0,243,253,14,66,2
4542,231,1,246,249,15,66,3
4543,243,2,249,266,6,66,3
4544,249,1,253,259,4,66,2
4545,251,1,256,272,5,66,1
4546,255,1,259,317,4,66,2
4547,270,0,270,284,0,66,3
4548,284,0,284,295,0,66,1
4549,285,0,285,289,0,66,3
4550,288,0,289,313,1,66,3
4551,295,0,295,316,0,66,1
4552,297,0,313,315,16,66,3
4553,320,0,320,325,0,66,3
4554,325,0,325,327,0,66,2
4555,331,0,331,350,0,66,3
4556,334,0,334,362,0,66,2
4557,339,0,339,390,0,66,1
4558,346,0,350,366,4,66,3
4559,367,0,367,393,0,66,3
4560,380,0,380,411,0,66,2
4561,392,0,392,402,0,66,1
4562,393,0,393,404,0,66,3
4563,394,0,402,436,8,66,1
4564,403,0,404,426,0,66,3
4565,407,0,411,418,4,66,2
4566,408,1,418,470,10,66,2
4567,412,1,426,446,14,66,3
4568,414,2,436,440,22,66,1
4569,429,1,440,459,11,66,1
4570,429,2,446,464,17,66,3
4571,431,3,459,464,29,66,1
4572,434,4,464,490,29,66,1
4573,445,3,464,500,19,66,3
4574,451,3,470,501,20,66,2
4575,453,4,490,520,36,66,1
4576,455,5,500,513,45,66,3
4577,462,5,501,540,40,66,2
4578,462,6,513,521,51,66,3
4579,464,6,520,524,56,66,1
4580,467,6,521,560,53,66,3
4581,470,7,524,533,53,66,1
4582,496,6,533,623,37,66,1
4583,498,7,540,575,42,66,2
4584,501,7,560,565,59,66,3
4585,505,7,565,577,60,66,3
4586,514,7,575,589,61,66,2
4587,515,8,577,620,62,66,3
4588,518,9,589,634,71,66,2
4589,532,7,620,656,88,66,3
4590,536,7,623,626,87,66,1
4591,553,7,626,642,73,66,1
4592,564,7,634,682,70,66,2
4593,579,5,642,643,63,66,1
4594,596,5,643,659,47,66,1
4595,603,6,656,658,53,66,3
4596,622,6,658,661,36,66,3
4597,638,4,659,668,21,66,1
4598,641,5,661,684,20,66,3
4599,642,5,668,701,27,66,1
4600,117,1,135,151,18,67,2
4601,122,1,151,202,29,67,2
4602,137,1,158,158,20,67,3
4603,151,2,158,172,7,67,3
4604,177,0,177,190,0,67,1
4605,178,0,178,192,0,67,3
4606,179,0,190,242,10,67,1
4607,193,0,193,220,0,67,3
4608,202,0,202,228,0,67,2
4609,227,0,227,244,0,67,3
4610,229,0,229,280,0,67,2
4611,234,0,242,255,9,67,1
4612,238,1,244,249,6,67,3
4613,248,0,249,258,1,67,3
4614,255,0,255,283,0,67,1
4615,262,0,262,265,0,67,3
4616,282,0,282,288,0,67,3
4617,293,0,293,307,0,67,3
4618,295,0,295,361,0,67,1
4619,300,0,300,312,0,67,2
4620,306,0,307,362,1,67,3
4621,311,0,312,346,0,67,2
4622,316,0,346,361,30,67,2
4623,319,1,361,364,42,67,2
4624,321,2,361,363,41,67,1
4625,324,3,362,491,38,67,3
4626,325,4,363,366,38,67,1
4627,328,5,364,375,36,67,2
4628,333,6,366,377,32,67,1
4629,337,7,375,379,38,67,2
4630,338,8,377,382,39,67,1
4631,344,9,379,383,35,67,2
4632,349,9,382,394,33,67,1
4633,351,10,383,388,32,67,2
4634,367,5,388,392,20,67,2
4635,368,6,392,393,23,67,2
4636,373,7,393,396,19,67,2
4637,376,7,394,437,18,67,1
4638,380,6,396,397,16,67,2
4639,381,7,397,465,15,67,2
4640,382,7,437,438,55,67,1
4641,396,3,438,483,42,67,1
4642,400,2,465,471,65,67,2
4643,403,3,471,571,68,67,2
4644,409,4,483,522,73,67,1
4645,409,5,491,538,82,67,3
4646,413,6,522,524,109,67,1
4647,418,7,524,566,107,67,1
4648,420,8,538,572,118,67,3
4649,421,9,566,576,146,67,1
4650,434,10,571,589,137,67,2
4651,439,9,572,577,133,67,3
4652,451,10,576,581,125,67,1
4653,499,7,577,577,77,67,3
4654,500,8,577,585,78,67,3
4655,516,9,581,581,65,67,1
4656,522,9,581,593,59,67,1
4657,537,9,585,595,49,67,3
4658,541,9,589,610,49,67,2
4659,549,10,593,606,44,67,1
4660,550,11,595,599,44,67,3
4661,551,12,599,610,48,67,3
4662,562,13,606,635,45,67,1
4663,565,14,610,620,45,67,3
4664,570,14,610,641,40,67,2
4665,571,15,620,635,49,67,3
4666,582,9,635,649,52,67,1
4667,582,10,635,635,53,67,3
4668,591,9,635,641,45,67,3
4669,596,8,641,657,45,67,2
4670,598,9,641,641,43,67,3
4671,599,10,641,660,43,67,3
4672,600,10,649,650,49,67,1
4673,610,10,650,673,41,67,1
4674,610,9,657,677,46,67,2
4675,617,10,660,678,43,67,3
4676,624,10,673,675,49,67,1
4677,628,11,675,676,47,67,1
4678,237,0,237,240,0,68,3
4679,243,0,243,273,0,68,1
4680,267,0,267,280,0,68,3
4681,271,0,271,282,0,68,2
4682,289,0,289,314,0,68,3
4683,295,0,295,321,0,68,2
4684,297,0,297,308,0,68,1
4685,325,0,325,327,0,68,1
4686,348,0,348,356,0,68,2
4687,354,0,354,368,0,68,3
4688,376,0,376,437,0,68,1
4689,387,0,387,432,0,68,2
4690,399,0,399,432,0,68,3
4691,402,0,432,436,30,68,2
4692,406,1,432,434,26,68,3
4693,415,2,434,437,19,68,3
4694,423,3,436,488,13,68,2
4695,424,4,437,442,14,68,1
4696,425,5,437,450,12,68,3
4697,436,2,442,466,5,68,1
4698,439,1,450,510,11,68,3
4699,442,1,466,472,24,68,1
4700,447,2,472,490,24,68,1
4701,450,2,488,488,37,68,2
4702,460,3,488,498,27,68,2
4703,472,2,490,507,18,68,1
4704,490,1,498,510,9,68,2
4705,499,0,507,536,8,68,1
4706,500,1,510,535,10,68,2
4707,509,1,510,551,1,68,3
4708,510,0,535,566,26,68,2
4709,518,1,536,538,18,68,1
4710,549,0,549,553,0,68,1
4711,554,0,554,561,0,68,1
4712,557,0,557,562,0,68,3
4713,560,0,561,578,1,68,1
4714,576,0,576,639,0,68,3
4715,577,0,577,593,0,68,2
4716,603,0,603,640,0,68,2
4717,607,0,607,607,0,68,1
4718,617,0,617,661,0,68,1
4719,626,0,639,677,13,68,3
4720,628,1,640,687,12,68,2
4721,637,2,661,672,25,68,1
4722,638,3,672,741,34,68,1
4723,650,2,677,695,27,68,3
4724,657,3,687,690,30,68,2
4725,662,3,690,741,28,68,2
4726,677,2,695,708,18,68,3
4727,684,3,708,732,24,68,3
4728,698,1,732,737,34,68,3
4729,708,2,737,763,29,68,3
4730,709,2,741,741,32,68,1
4731,709,3,741,753,32,68,2
4732,718,4,741,750,23,68,1
4733,718,5,750,759,32,68,1
4734,727,6,753,774,27,68,2
4735,728,7,759,763,31,68,1
4736,729,8,763,779,34,68,1
4737,758,2,763,773,5,68,3
4738,778,0,778,795,0,68,2
4739,816,0,816,816,0,68,3
4740,817,0,817,824,0,68,2
4741,830,0,830,842,0,68,3
4742,834,0,834,849,0,68,2
4743,843,0,843,860,0,68,1
4744,852,0,852,857,0,68,2
4745,853,0,853,884,0,68,3
4746,864,0,864,914,0,68,2
4747,868,0,868,890,0,68,1
4748,873,0,884,892,10,68,3
4749,884,1,890,909,6,68,1
4750,888,1,892,901,4,68,3
4751,895,0,901,902,6,68,3
4752,146,5,207,239,61,69,3
4753,156,5,207,220,51,69,1
4754,160,5,220,227,60,69,1
4755,164,6,227,249,63,69,1
4756,175,6,239,275,63,69,3
4757,184,6,242,246,58,69,2
4758,184,7,246,266,62,69,2
4759,189,7,249,261,60,69,1
4760,200,8,261,328,61,69,1
4761,203,9,266,275,63,69,2
4762,209,8,275,278,66,69,3
4763,233,7,275,281,42,69,2
4764,242,7,278,303,37,69,3
4765,248,6,281,293,34,69,2
4766,262,5,293,303,32,69,2
4767,264,6,303,305,38,69,2
4768,270,6,303,329,33,69,3
4769,274,7,305,316,31,69,2
4770,278,6,316,319,38,69,2
4771,288,5,319,320,30,69,2
4772,293,6,320,340,26,69,2
4773,309,3,328,365,19,69,1
4774,337,0,337,349,0,69,3
4775,338,0,340,352,2,69,2
4776,340,1,349,388,10,69,3
4777,343,1,352,357,9,69,2
4778,349,2,357,371,9,69,2
4779,354,1,365,375,11,69,1
4780,363,1,371,427,8,69,2
4781,369,1,375,375,6,69,1
4782,376,0,376,383,0,69,1
4783,379,0,383,387,3,69,1
4784,391,0,391,418,0,69,3
4785,391,0,391,405,0,69,1
4786,396,0,405,409,8,69,1
4787,399,1,409,420,10,69,1
4788,429,0,429,432,0,69,3
4789,440,0,440,450,0,69,1
4790,444,0,444,491,0,69,3
4791,448,0,448,453,0,69,2
4792,453,0,453,458,0,69,1
4793,453,0,453,459,0,69,2
4794,455,0,458,544,2,69,1
4795,462,0,462,489,0,69,2
4796,465,0,489,506,23,69,2
4797,475,1,491,512,17,69,3
4798,482,2,506,510,24,69,2
4799,504,1,510,512,7,69,2
4800,504,2,512,587,8,69,2
4801,513,0,513,541,0,69,3
4802,521,0,541,577,20,69,3
4803,541,0,544,547,2,69,1
4804,546,0,547,590,2,69,1
4805,546,1,577,607,31,69,3
4806,567,1,587,630,20,69,2
4807,569,2,590,611,20,69,1
4808,571,3,607,617,36,69,3
4809,582,3,611,656,28,69,1
4810,589,3,617,631,28,69,3
4811,605,3,630,634,26,69,2
4812,608,3,631,635,23,69,3
4813,626,2,634,656,7,69,2
4814,656,0,656,678,0,69,3
4815,680,0,680,683,0,69,2
4816,684,0,684,707,0,69,2
4817,690,0,690,720,0,69,3
4818,695,0,695,703,0,69,1
4819,697,0,703,720,6,69,1
4820,702,1,707,741,5,69,2
4821,703,1,720,727,16,69,1
4822,133,3,166,192,33,70,1
4823,133,4,183,205,50,70,2
4824,146,4,190,269,44,70,3
4825,148,5,192,194,44,70,1
4826,160,5,194,216,34,70,1
4827,166,5,205,278,39,70,2
4828,175,5,216,224,42,70,1
4829,178,6,224,245,46,70,1
4830,180,7,245,253,65,70,1
4831,184,7,253,277,69,70,1
4832,187,8,269,297,82,70,3
4833,188,9,277,280,89,70,1
4834,188,10,278,286,90,70,2
4835,190,10,280,289,89,70,1
4836,191,11,286,296,95,70,2
4837,204,10,289,289,85,70,1
4838,205,10,289,293,85,70,1
4839,233,9,293,322,60,70,1
4840,244,10,296,374,52,70,2
4841,248,10,297,317,49,70,3
4842,249,11,317,320,69,70,3
4843,268,11,320,346,52,70,3
4844,276,11,322,327,46,70,1
4845,295,5,327,384,33,70,1
4846,297,5,346,371,50,70,3
4847,312,5,371,394,59,70,3
4848,316,6,374,411,58,70,2
4849,318,6,384,434,66,70,1
4850,329,4,394,414,65,70,3
4851,338,5,411,430,73,70,2
4852,341,6,414,439,73,70,3
4853,354,6,430,445,76,70,2
4854,361,7,434,440,73,70,1
4855,370,8,439,461,70,70,3
4856,398,5,440,446,43,70,1
4857,398,6,445,462,47,70,2
4858,434,4,446,447,12,70,1
4859,439,4,447,474,8,70,1
4860,446,1,461,508,15,70,3
4861,452,1,462,470,10,70,2
4862,455,2,470,490,15,70,2
4863,471,0,474,498,3,70,1
4864,473,1,490,504,17,70,2
4865,480,1,498,521,18,70,1
4866,490,2,504,507,14,70,2
4867,492,2,507,534,15,70,2
4868,495,3,508,511,14,70,3
4869,526,0,526,527,0,70,1
4870,533,0,533,597,0,70,1
4871,540,0,540,556,0,70,2
4872,540,0,540,550,0,70,3
4873,541,0,550,552,10,70,3
4874,553,0,553,579,0,70,3
4875,554,0,556,558,2,70,2
4876,556,0,558,612,1,70,2
4877,558,1,579,592,22,70,3
4878,559,1,592,616,33,70,3
4879,560,2,597,602,36,70,1
4880,578,3,602,602,24,70,1
4881,585,3,602,618,17,70,1
4882,591,4,612,656,20,70,2
4883,599,3,616,622,16,70,3
4884,207,0,207,223,0,71,1
4885,208,0,211,232,4,71,3
4886,210,1,223,226,14,71,1
4887,211,2,226,256,15,71,1
4888,216,2,226,233,10,71,2
4889,228,0,232,251,4,71,3
4890,230,1,233,257,3,71,2
4891,234,0,251,382,17,71,3
4892,242,1,256,263,13,71,1
4893,249,2,257,274,8,71,2
4894,256,1,263,278,7,71,1
4895,333,0,333,359,0,71,1
4896,365,0,365,407,0,71,2
4897,378,0,378,401,0,71,1
4898,383,0,383,411,0,71,3
4899,386,0,401,413,15,71,1
4900,388,1,407,419,19,71,2
4901,390,2,411,413,21,71,3
4902,403,2,413,419,10,71,3
4903,405,3,413,429,8,71,1
4904,408,3,419,446,11,71,3
4905,411,3,419,463,8,71,2
4906,412,4,429,437,16,71,1
4907,425,1,437,462,12,71,1
4908,435,1,446,456,11,71,3
4909,442,1,456,508,14,71,3
4910,446,1,462,480,16,71,1
4911,464,0,464,508,0,71,2
4912,469,0,480,526,11,71,1
4913,476,1,508,517,32,71,3
4914,477,2,508,509,31,71,2
4915,497,2,509,517,12,71,2
4916,520,0,520,564,0,71,2
4917,529,0,529,550,0,71,1
4918,530,0,530,540,0,71,3
4919,541,0,541,573,0,71,3
4920,542,0,550,553,8,71,1
4921,546,1,553,596,8,71,1
4922,546,2,564,582,18,71,2
4923,548,3,573,577,24,71,3
4924,563,2,577,588,13,71,3
4925,563,3,582,588,19,71,2
4926,568,3,588,590,20,71,3
4927,569,4,588,589,20,71,2
4928,574,4,589,665,15,71,2
4929,583,3,590,597,7,71,3
4930,601,0,601,606,0,71,3
4931,603,0,603,625,0,71,1
4932,607,0,607,612,0,71,3
4933,619,0,619,624,0,71,3
4934,630,0,630,646,0,71,3
4935,644,0,644,661,0,71,1
4936,647,0,647,684,0,71,3
4937,656,0,661,705,5,71,1
4938,699,0,699,716,0,71,2
4939,710,0,710,712,0,71,3
4940,717,0,717,766,0,71,2
4941,719,0,719,720,0,71,3
4942,729,0,729,748,0,71,3
4943,731,0,731,772,0,71,1
4944,736,0,748,751,12,71,3
4945,750,0,751,763,1,71,3
4946,758,0,763,808,5,71,3
4947,764,0,766,768,2,71,2
4948,764,1,768,769,4,71,2
4949,778,0,778,796,0,71,2
4950,780,0,780,793,0,71,1
4951,782,0,793,803,10,71,1
4952,787,1,796,798,10,71,2
4953,800,0,800,806,0,71,2
4954,807,0,807,845,0,71,1
4955,821,0,821,840,0,71,2
4956,833,0,833,853,0,71,3
4957,839,0,840,847,1,71,2
4958,842,0,845,868,4,71,1
4959,843,1,847,848,4,71,2
4960,859,0,859,863,0,71,2
4961,866,0,866,874,0,71,3
4962,100,4,117,120,17,72,3
4963,106,3,120,146,14,72,3
4964,115,2,136,186,22,72,1
4965,117,3,146,153,29,72,3
4966,121,2,153,155,33,72,3
4967,123,3,155,192,32,72,3
4968,125,4,159,232,34,72,2
4969,125,5,186,204,61,72,1
4970,137,5,192,193,55,72,3
4971,138,6,193,226,54,72,3
4972,139,7,204,205,65,72,1
4973,144,8,205,213,60,72,1
4974,145,9,213,287,67,72,1
4975,151,9,226,227,76,72,3
4976,180,7,227,240,47,72,3
4977,180,8,232,238,53,72,2
4978,190,8,238,323,47,72,2
4979,191,9,240,257,49,72,3
4980,195,8,257,264,62,72,3
4981,201,9,264,278,63,72,3
4982,207,8,278,317,72,72,3
4983,214,8,287,309,73,72,1
4984,222,9,309,330,87,72,1
4985,227,9,317,345,91,72,3
4986,241,6,323,323,82,72,2
4987,244,7,323,365,79,72,2
4988,249,8,330,359,81,72,1
4989,264,8,345,364,81,72,3
4990,269,8,359,373,89,72,1
4991,276,9,364,373,88,72,3
4992,307,8,365,375,58,72,2
4993,310,8,373,392,63,72,3
4994,313,9,373,419,60,72,1
4995,319,9,375,405,56,72,2
4996,322,10,392,399,70,72,3
4997,323,11,399,443,76,72,3
4998,332,9,405,439,73,72,2
4999,355,9,419,426,65,72,1
5000,359,9,426,439,67,72,1
5001,361,10,439,444,78,72,2
5002,364,10,439,449,75,72,1
5003,369,10,443,445,73,72,3
5004,398,7,444,499,46,72,2
5005,405,7,445,468,40,72,3
5006,412,7,449,451,36,72,1
5007,413,8,451,490,38,72,1
5008,415,9,468,477,53,72,3
5009,417,10,477,491,60,72,3
5010,419,11,490,497,71,72,1
5011,423,11,491,493,69,72,3
5012,429,11,493,539,64,72,3
5013,441,10,497,516,56,72,1
5014,441,11,499,578,58,72,2
5015,442,12,516,546,74,72,1
5016,447,10,539,542,91,72,3
5017,449,10,542,552,92,72,3
5018,453,10,546,576,93,72,1
5019,458,11,552,554,95,72,3
5020,466,12,554,583,88,72,3
5021,471,12,576,612,105,72,1
5022,472,13,578,583,107,72,2
5023,473,14,583,601,109,72,3
5024,476,15,583,588,107,72,2
5025,481,15,588,591,107,72,2
5026,482,16,591,646,109,72,2
5027,485,17,601,608,116,72,3
5028,490,18,608,662,119,72,3
5029,494,16,612,645,119,72,1
5030,507,15,645,656,138,72,1
5031,524,15,646,657,122,72,2
5032,527,16,656,665,129,72,1
5033,527,17,657,701,129,72,2
5034,531,18,662,687,131,72,3
5035,543,17,665,687,121,72,1
5036,548,17,687,697,138,72,1
5037,561,16,687,747,126,72,3
5038,568,17,697,717,129,72,1
5039,569,18,701,724,132,72,2
5040,583,16,717,754,134,72,1
5041,588,15,724,743,136,72,2
5042,148,1,167,195,19,73,2
5043,151,2,169,172,18,73,3
5044,193,0,193,226,0,73,3
5045,196,0,196,205,0,73,2
5046,202,0,202,211,0,73,1
5047,211,0,211,227,0,73,2
5048,214,0,214,246,0,73,1
5049,229,0,229,233,0,73,2
5050,232,0,232,234,0,73,3
5051,244,0,244,304,0,73,3
5052,258,0,258,294,0,73,1
5053,261,0,261,264,0,73,2
5054,264,0,264,282,0,73,2
5055,267,0,282,365,14,73,2
5056,275,1,294,306,18,73,1
5057,276,2,304,305,28,73,3
5058,279,3,305,310,26,73,3
5059,284,3,306,308,22,73,1
5060,295,3,308,330,13,73,1
5061,303,4,310,340,7,73,3
5062,314,0,330,339,17,73,1
5063,317,1,339,341,22,73,1
5064,323,2,340,355,17,73,3
5065,329,3,341,345,11,73,1
5066,341,1,345,390,4,73,1
5067,347,0,355,367,8,73,3
5068,347,1,365,405,17,73,2
5069,361,1,367,373,6,73,3
5070,379,0,379,394,0,73,3
5071,385,0,390,400,5,73,1
5072,389,1,394,402,6,73,3
5073,392,1,400,427,8,73,1
5074,396,1,402,409,6,73,3
5075,401,1,405,410,3,73,2
5076,402,2,409,413,7,73,3
5077,418,0,418,421,0,73,3
5078,437,0,437,446,0,73,2
5079,440,0,440,451,0,73,3
5080,453,0,453,478,0,73,1
5081,462,0,462,469,0,73,2
5082,464,0,464,469,0,73,3
5083,468,0,469,477,1,73,2
5084,469,0,469,478,0,73,3
5085,471,0,477,480,6,73,2
5086,475,1,478,516,2,73,3
5087,486,0,486,510,0,73,2
5088,498,0,498,504,0,73,1
5089,507,0,507,535,0,73,1
5090,525,0,525,527,0,73,2
5091,544,0,544,626,0,73,1
5092,551,0,551,591,0,73,2
5093,555,0,555,665,0,73,3
5094,563,0,591,639,27,73,2
5095,564,1,626,632,63,73,1
5096,572,2,632,662,60,73,1
5097,583,3,639,691,57,73,2
5098,586,4,662,688,76,73,1
5099,587,5,665,721,78,73,3
5100,592,5,688,713,97,73,1
5101,593,6,691,733,98,73,2
5102,614,7,713,720,99,73,1
5103,618,8,720,723,101,73,1
5104,660,6,721,726,61,73,3
5105,681,5,723,732,42,73,1
5106,685,6,726,726,40,73,3
5107,692,5,726,741,34,73,3
5108,694,6,732,765,38,73,1
5109,694,7,733,761,39,73,2
5110,696,8,741,742,44,73,3
5111,699,9,742,787,43,73,3
5112,704,10,761,782,57,73,2
5113,707,11,765,823,57,73,1
5114,721,9,782,798,61,73,2
5115,729,7,787,796,58,73,3
5116,742,5,796,808,55,73,3
5117,742,5,798,810,57,73,2
5118,145,5,222,235,77,74,2
5119,163,2,235,263,72,74,2
5120,164,3,256,281,92,74,1
5121,165,4,263,267,98,74,2
5122,169,5,267,281,98,74,2
5123,170,6,281,297,111,74,1
5124,174,7,281,282,108,74,2
5125,174,8,282,340,108,74,2
5126,177,9,297,314,120,74,3
5127,180,10,297,341,117,74,1
5128,188,11,314,364,126,74,3
5129,204,12,340,368,136,74,2
